Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  ,awareness_score,motivation_category,attractiveness_rating,awareness_normalized,attractiveness_normalized,composite_intent_score,cluster
1111,2025-11-10 13:33:22,2025-11-10 13:35:39,Complete,English,1762752784_69117910a8ef63.13704289,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6,2 Mobile/15E148 Safari/604.1",,137.132.26.2,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,10,Job security,,4,Stability-oriented,10,1.0,1.0,1.0,2
1112,2025-11-10 13:33:39,2025-11-10 13:35:22,Complete,English,1762752813_6911792dd9cf52.94306597,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,111.65.72.41,103.81749725342,1.3158999681473,Singapore,Singapore,0,25,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,,4,Values-oriented,7,1.0,0.6666666666666666,0.8333333333333333,2
1114,2025-11-10 13:40:27,2025-11-10 13:42:14,Complete,English,1762753224_69117ac84cfbe0.20258059,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.16.24,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Learning and development,,2,Growth-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
1115,2025-11-10 13:42:19,2025-11-10 13:44:16,Complete,English,1762753333_69117b3574d8e0.44725444,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,122.11.246.150,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8,Career growth opportunities,,2,Growth-oriented,8,0.3333333333333333,0.7777777777777778,0.5555555555555556,3
1116,2025-11-10 13:44:15,2025-11-10 13:45:52,Complete,English,1762753444_69117ba46eeaf5.78211771,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,137.132.26.226,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,5,Job security,,1,Stability-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
1117,2025-11-10 13:48:10,2025-11-10 13:49:14,Complete,English,1762753686_69117c964cfb72.95767500,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.9.108,103.83930206299,1.2997000217438,Singapore,Singapore,0,23,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Work-life balance,,4,Values-oriented,8,1.0,0.7777777777777778,0.8888888888888888,2
1118,2025-11-10 13:51:04,2025-11-10 13:53:14,Complete,English,1762753859_69117d432ad009.48660366,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,111.65.45.126,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,10,Job security,,4,Stability-oriented,10,1.0,1.0,1.0,2
1119,2025-11-10 13:52:25,2025-11-10 13:53:55,Complete,English,1762753938_69117d92f23098.95324922,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.212.170,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Work-life balance,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1120,2025-11-10 13:52:33,2025-11-10 13:53:39,Complete,English,1762753945_69117d99b3f3e8.61346050,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,117.20.154.119,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,Compensation and benefits,,Application and interview process,,,9,Compensation package,,4,Stability-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
1121,2025-11-10 13:57:40,2025-11-10 13:58:55,Complete,English,1762754257_69117ed10bd304.36760286,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.52.33,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,9,Career growth opportunities,,4,Growth-oriented,9,1.0,0.8888888888888888,0.9444444444444444,2
1122,2025-11-10 13:59:01,2025-11-10 14:01:04,Complete,English,1762754337_69117f2111eb30.22485905,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.234.81.166,103.91429901123,1.315299987793,Singapore,Singapore,0,42,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Meaningful work impact,,2,Values-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
1123,2025-11-10 14:38:46,2025-11-10 14:41:41,Complete,English,1762756717_6911886d9a92b6.29838895,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,122.11.214.245,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,1,Compensation package,,1,Stability-oriented,1,0.0,0.0,0.0,0
1125,2025-11-10 14:49:22,2025-11-10 14:50:46,Complete,English,1762757357_69118aedb88494.51985528,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,119.234.16.152,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,6,Meaningful work impact,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
1126,2025-11-10 15:49:39,2025-11-10 15:51:47,Complete,English,1762760973_6911990dbd6184.72766389,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22G100 Instagram 405.1.0.27.75 (iPhone15,3; iOS 18_6_2; en_US; en; scale=3.00; 1290x2796; IABMV/1; 817093285)",,58.182.229.54,103.74729919434,1.3849999904633,Singapore,Singapore,0,68,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1127,2025-11-10 16:12:01,2025-11-10 16:13:32,Complete,English,1762762308_69119e442cf892.31801229,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.48.114,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1129,2025-11-10 18:38:01,2025-11-10 18:40:04,Complete,English,1762771077_6911c0850a1389.85080138,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,182.19.210.216,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6,Career growth opportunities,,2,Growth-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
1130,2025-11-10 18:40:52,2025-11-10 18:42:24,Complete,English,1762771249_6911c13186c287.88098432,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,155.69.183.22,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Meaningful work impact,,1,Values-oriented,5,0.0,0.4444444444444444,0.2222222222222222,0
1131,2025-11-10 21:53:19,2025-11-10 21:54:36,Complete,English,1762782794_6911ee4acb9480.89580949,"Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,155.69.184.2,103.7266998291,1.3298000097275,Singapore,Jurong,0,61,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8,Meaningful work impact,,3,Values-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
1132,2025-11-10 23:21:35,2025-11-10 23:23:05,Complete,English,1762788092_691202fc54df34.51931420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,182.55.108.244,103.91429901123,1.315299987793,Singapore,Singapore,0,42,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,,3,Growth-oriented,5,0.6666666666666666,0.4444444444444444,0.5555555555555556,1
1134,2025-11-11 09:24:39,2025-11-11 09:26:42,Complete,English,1762824270_6912904e3c82d5.71744593,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.45,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,8,Work-life balance,,3,Values-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
1135,2025-11-11 09:26:59,2025-11-11 09:28:20,Complete,English,1762824413_691290dddf72a7.30687436,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,210.10.3.248,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,10,Job security,,3,Stability-oriented,10,0.6666666666666666,1.0,0.8333333333333333,2
1137,2025-11-11 09:33:54,2025-11-11 09:35:29,Complete,English,1762824820_6912927456fee3.52272105,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.7.34,103.89720153809,1.3270000219345,Singapore,Singapore,0,40,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,5,Meaningful work impact,,2,Values-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
1138,2025-11-11 09:34:04,2025-11-11 09:35:17,Complete,English,1762824836_691292843d39c9.91485995,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.17.57,103.88590240479,1.3552000522614,Singapore,Singapore,0,53,National University of Singapore (NUS),Year 3,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,8,Work-life balance,,3,Values-oriented,8,0.6666666666666666,0.7777777777777778,0.7222222222222222,2
1139,2025-11-11 09:34:43,2025-11-11 09:36:07,Complete,English,1762824880_691292b01a7ea3.01234374,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,122.11.212.74,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,3,Work-life balance,,1,Values-oriented,3,0.0,0.2222222222222222,0.1111111111111111,0
1140,2025-11-11 09:34:50,2025-11-11 09:36:01,Complete,English,1762824885_691292b50fff49.16666211,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Mobile/15E148 Safari/604.1",,119.234.68.62,103.91429901123,1.315299987793,Singapore,Singapore,0,42,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Career growth opportunities,,3,Growth-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1141,2025-11-11 09:35:24,2025-11-11 09:36:19,Complete,English,1762824921_691292d9e46cf0.91682494,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,210.10.6.125,103.88430023193,1.3050999641418,Singapore,Singapore,0,39,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,9,Job security,,3,Stability-oriented,9,0.6666666666666666,0.8888888888888888,0.7777777777777777,2
1142,2025-11-11 09:36:58,2025-11-11 09:39:02,Complete,English,1762825011_691293331e2319.00459291,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.135,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,3,Learning and development,,3,Growth-oriented,3,0.6666666666666666,0.2222222222222222,0.4444444444444444,1
1143,2025-11-11 09:37:42,2025-11-12 00:41:25,Complete,English,1762825057_691293618cdaf5.08907925,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.144,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Work-life balance,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1144,2025-11-11 09:37:49,2025-11-11 09:39:32,Complete,English,1762825058_69129362274d44.75011493,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.67,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3,Meaningful work impact,,2,Values-oriented,3,0.3333333333333333,0.2222222222222222,0.2777777777777778,0
1145,2025-11-11 09:37:48,2025-11-11 09:56:25,Complete,English,1762825063_6912936785b6e9.21283972,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,172.225.77.180,103.80139923096,1.3673000335693,Singapore,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Work-life balance,,3,Values-oriented,7,0.6666666666666666,0.6666666666666666,0.6666666666666666,1
1147,2025-11-11 09:38:35,2025-11-11 09:40:50,Complete,English,1762825109_69129395b0f189.26361023,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,137.132.26.48,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7,Job security,,1,Stability-oriented,7,0.0,0.6666666666666666,0.3333333333333333,3
1148,2025-11-11 09:38:59,2025-11-11 09:40:33,Complete,English,1762825120_691293a0ef0019.15185210,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,202.51.247.23,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,,2,Growth-oriented,5,0.3333333333333333,0.4444444444444444,0.38888888888888884,3
1149,2025-11-11 09:39:08,2025-11-11 09:40:49,Complete,English,1762825144_691293b8260804.99112757,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,104.28.119.108,-97.821998596191,37.750999450684,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6,Work-life balance,,3,Values-oriented,6,0.6666666666666666,0.5555555555555556,0.6111111111111112,1
1151,2025-11-11 09:39:21,2025-11-11 09:41:15,Complete,English,1762825157_691293c561f520.73962241,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.156,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Meaningful work impact,,2,Values-oriented,7,0.3333333333333333,0.6666666666666666,0.5,3
1153,2025-11-11 09:39:34,2025-11-11 09:43:23,Complete,English,1762825160_691293c8e16931.14512319,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,119.234.4.217,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Work-life balance,,1,Values-oriented,6,0.0,0.5555555555555556,0.2777777777777778,0
1154,2025-11-11 09:39:49,2025-11-11 09:41:32,Complete,English,1762825178_691293daaafdf7.21283517,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.245,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,3,Job security,,2,Stability-oriented,3,0.3333333333333333,0.2222222222222222,0.2777777777777778,0
1155,2025-11-11 09:40:05,2025-11-11 09:41:45,Complete,English,1762825193_691293e9f27558.42808337,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.4,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 4,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6,Career growth opportunities,,2,Growth-oriented,6,0.3333333333333333,0.5555555555555556,0.4444444444444444,3
1157,2025-11-11 09:40:47,2025-11-11 12:32:52,Complete,English,1762825242_6912941ad74af1.55634725,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.2 Mobile/15E148 Safari/604.1",,137.132.26.203,103.76309967041,1.3099000453949,Singapore,Singapore,0,12,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Meaningful work impact,,4,Values-oriented,5,1.0,0.4444444444444444,0.7222222222222222,1
