Status,Country,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,target,survey_duration_minutes,hour_started,is_weekend,is_business_hours,is_mobile,is_singapore,zero_duration,likely_timeout,reached_demographics,reached_perception,reached_interests,reached_attractiveness,reached_motivation,inst_grouped,subj_grouped,gender_fixed
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Career growth opportunities,0,1.7,9,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Agriculture, Veterinary Science and related subjects",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,2.0,Other - Write In (Required),0,1.1166666666666667,9,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Meaningful work impact,0,0.7166666666666667,9,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,2.0,Meaningful work impact,0,1.5666666666666667,9,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,6.0,Job security,0,1.3666666666666667,9,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Job security,0,427.6166666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,3.0,Meaningful work impact,0,40.166666666666664,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Job security,0,626.6,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,6.0,Meaningful work impact,0,1.0666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Career growth opportunities,0,1.0166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,4.0,Meaningful work impact,0,0.95,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Career growth opportunities,0,1.1666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Career growth opportunities,0,92.68333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Meaningful work impact,0,2.5166666666666666,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Career growth opportunities,0,1.8,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,4.0,Meaningful work impact,0,2.6,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Partial,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,,,,,,,,,,,1,0.5833333333333334,10,0,1,1,1,0,0,1,0,0,0,0,Autonomous,Other/General,Male
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,0,2.65,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Career growth opportunities,0,1.1333333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,China,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,0,1.3666666666666667,10,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,7.0,Meaningful work impact,0,1.5166666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Prefer not to say,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Job security,0,1.2333333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Prefer not to say
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,10.0,Meaningful work impact,0,381.9166666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,,,,,,,,,,,1,0.8,10,0,1,1,1,0,0,1,0,0,0,0,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Meaningful work impact,0,1.25,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Meaningful work impact,0,1.3333333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,4.0,Meaningful work impact,0,1.0333333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,7.0,Meaningful work impact,0,1.2,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,1.0,Meaningful work impact,0,1.2833333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Prefer not to say
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,5.0,Career growth opportunities,0,1.8166666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,United States,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,0,1.2166666666666666,10,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Job security,0,2.4,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,,Application and interview process,,,8.0,Work-life balance,0,1.2333333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Meaningful work impact,0,1.2666666666666666,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Meaningful work impact,0,1.9833333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3.0,Work-life balance,0,1.5333333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,10,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Compensation package,0,1.0833333333333333,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Career growth opportunities,0,3.033333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,9.0,Job security,0,1.85,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Other/General,Female
Complete,Singapore,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,6.0,Job security,0,1.1833333333333333,10,0,1,0,1,0,0,1,1,1,1,1,Autonomous,Business/Management,Female
Partial,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,,,,,,,,,,,1,0.9333333333333333,10,0,1,1,1,0,0,1,0,0,0,0,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,5.0,Meaningful work impact,0,1.1666666666666667,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Work-life balance,0,2.05,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,13,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Work-life balance,0,1.1333333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Career growth opportunities,0,1.9833333333333334,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,1.0,Meaningful work impact,0,1.8,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Meaningful work impact,0,2.45,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,Yale-NUS College,Year 1,Bachelor's Degree,Geography and Environmental Science,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,3.0,Meaningful work impact,0,2.033333333333333,10,0,1,1,1,0,0,1,1,1,1,1,Non-Autonomous/Other,Other/General,Female
Complete,United States,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,3.0,Career growth opportunities,0,1321.0833333333333,10,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Career growth opportunities,0,1.8,10,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,7.0,Meaningful work impact,0,1.1333333333333333,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10.0,Meaningful work impact,0,1.0666666666666667,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,Arts/Social Sciences,Male
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,5.0,Work-life balance,0,1.55,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,7.0,Meaningful work impact,0,1.15,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,United States,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,8.0,Career growth opportunities,0,3562.9166666666665,11,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,8.0,Meaningful work impact,0,1.15,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,0,2.6333333333333333,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,United States,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,0,1.35,11,0,1,1,0,0,0,1,1,1,1,1,Autonomous,Other/General,Male
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Career growth opportunities,0,2.05,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,United States,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,5.0,Career growth opportunities,0,4303.9,11,0,1,1,0,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,0,0.9333333333333333,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,0,1.4833333333333334,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Meaningful work impact,0,1.8,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 4,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Work-life balance,0,1.1666666666666667,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Female
Complete,Singapore,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,0,1.2666666666666666,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
Complete,Singapore,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Prefer not to say,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,3.0,Job security,0,2.5166666666666666,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Prefer not to say
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Partial,Singapore,,,,,,,,,,,,,,,,,1,0.0,11,0,1,1,1,1,0,0,0,0,0,0,Not Reached,Not Reached,Not Reached
Complete,Singapore,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,3.0,Work-life balance,0,1.1666666666666667,11,0,1,1,1,0,0,1,1,1,1,1,Autonomous,STEM,Male
